Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp
Running,2018-03-12 12:22:46,FALSE,Montgomery County Running,4.12,486,0:34:27,152,166,3.5,171,188,8:21,7:06,282,256,1.13,0,0,0,0,0,0:00,0:00,48.2,0:00,No,00:00.00,1,0
Running,2018-03-08 11:05:36,FALSE,Montgomery County Running,4.17,509,0:36:07,155,174,3.5,173,191,8:40,7:21,318,282,1.08,0,0,0,0,0,0:00,0:00,48.2,0:00,No,00:00.00,1,0
Running,2018-03-06 11:25:57,FALSE,Montgomery County Running,4.08,493,0:36:21,152,172,3.3,177,245,8:55,7:23,276,253,1.02,0,0,0,0,0,0:00,0:00,55.4,0:00,No,00:00.00,1,0
Running,2018-03-03 13:51:23,FALSE,Montgomery County Running,14.09,"1,738",2:09:56,158,177,4.4,169,244,9:13,6:50,745,755,1.03,0,0,0,0,0,0:00,0:00,53.6,0:00,No,00:00.00,1,0
Running,2018-02-26 10:54:12,FALSE,Montgomery County Running,4.12,557,0:40:39,154,173,3.5,173,191,9:52,8:32,276,266,0.94,0,0,0,0,0,0:00,0:00,53.6,0:00,No,00:00.00,5,0
Running,2018-02-24 12:24:40,FALSE,Montgomery County Running,14.25,"2,056",2:19:33,167,199,5,166,208,9:47,7:00,676,699,0.99,0,0,0,0,0,0:00,0:00,51.8,0:00,No,00:00.00,16,0
Running,2018-02-21 11:02:10,FALSE,Rockville Running,4.19,559,0:37:49,157,178,3.8,165,179,9:02,7:25,249,240,1.08,0,0,0,0,0,0:00,0:00,77,0:00,No,00:00.00,5,0
Running,2018-02-20 16:01:48,FALSE,Rockville Running,4.01,511,0:33:56,160,188,3.8,163,179,8:28,6:17,243,259,1.17,0,0,0,0,0,0:00,0:00,75.2,0:00,No,00:00.00,5,0
Running,2018-02-14 11:36:07,FALSE,Rockville Running,4.02,530,0:36:26,155,179,3.6,162,178,9:03,7:47,292,269,1.1,0,0,0,0,0,0:00,0:00,53.6,0:00,No,00:00.00,5,0
Running,2018-02-12 11:57:21,FALSE,Rockville Running,4.23,511,0:37:03,148,171,3.3,165,176,8:45,7:44,308,272,1.12,0,0,0,0,0,0:00,0:00,51.8,0:00,No,00:00.00,5,0
Running,2018-02-10 14:44:54,FALSE,Silver Spring Running,6.94,918,1:00:30,161,190,5,156,182,8:43,6:38,404,423,1.19,0,0,0,0,0,0:00,0:00,46.4,0:00,No,00:00.00,7,0
Running,2018-02-08 16:30:49,FALSE,Hollywood Running,3.16,425,0:29:42,153,165,3.2,169,199,9:23,7:02,52,39,1.01,0,0,0,0,0,0:00,0:00,57.2,0:00,No,00:00.00,4,0
Running,2018-02-01 13:39:56,FALSE,Rockville Running,4.09,522,0:35:51,154,171,3.5,167,232,8:45,6:42,269,249,1.1,0,0,0,0,0,0:00,0:00,59,0:00,No,00:00.00,5,0
Track Running,2018-01-30 10:35:44,FALSE,Rockville Running,3,294,0:21:05,151,162,2.9,172,201,7:02,5:01,203,210,1.33,0,0,0,0,0,0:00,0:00,42.8,0:00,No,00:00.00,12,0
Running,2018-01-27 13:01:21,FALSE,Washington Running,15.95,"1,967",2:27:59,157,178,4.3,160,246,9:17,7:36,732,430,1.08,0,0,0,0,0,0:00,0:00,64.4,0:00,No,00:00.00,16,0
Running,2018-01-24 10:43:11,FALSE,Rockville Running,4.87,608,0:37:34,167,185,4.5,171,188,7:43,5:13,331,322,1.22,0,0,0,0,0,0:00,0:00,46.4,0:00,No,00:00.00,5,0
Running,2018-01-23 10:27:56,FALSE,Rockville Running,4.29,585,0:37:27,162,188,4.3,171,184,8:44,7:37,282,266,1.08,0,0,0,0,0,0:00,0:00,64.4,0:00,No,00:00.00,5,0
Running,2018-01-22 12:08:23,FALSE,Rockville Running,4.49,560,0:36:56,157,182,3.9,165,180,8:13,7:10,289,266,1.18,0,0,0,0,0,0:00,0:00,62.6,0:00,No,00:00.00,5,0
Treadmill Running,2018-01-16 10:32:03,FALSE,Treadmill Running,3.1,350,0:22:33,159,179,3.4,179,191,7:16,7:46,NA,NA,1,0,0,0,0,0,0:00,0:00,71.6,0:00,No,00:00.00,3,0
Running,2018-01-07 5:44:52,FALSE,2018 Disney Marathon,26.6,"3,259",3:55:18,166,198,5,164,248,8:51,7:19,285,325,1.11,0,0,0,0,0,0:00,0:00,46.4,0:00,No,00:00.00,27,0
Treadmill Running,2018-01-04 11:43:14,FALSE,Treadmill Running,4,490,0:34:30,146,161,3.3,168,175,8:38,8:24,NA,NA,1.06,0,0,0,0,0,0:00,0:00,73.4,0:00,No,00:00.00,4,0
Treadmill Running,2018-01-03 11:25:35,FALSE,Treadmill Running,3,380,0:26:00,147,161,3.1,165,174,8:40,8:27,NA,NA,1.06,0,0,0,0,0,0:00,0:00,73.4,0:00,No,00:00.00,3,0
Treadmill Running,2018-01-02 10:30:06,FALSE,Treadmill Running,5,604,0:44:45,150,164,3.2,166,179,8:57,7:19,NA,NA,1.06,0,0,0,0,0,0:00,0:00,69.8,0:00,No,00:00.00,5,0
Running,2017-12-29 15:20:37,FALSE,Silver Spring Running,6,707,0:49:55,152,175,4,162,180,8:19,6:55,413,394,1.19,0,0,0,0,0,0:00,0:00,39.2,0:00,No,00:00.00,7,0
Running,2017-12-25 15:06:22,FALSE,Davidson Running,12.12,"1,903",2:00:08,169,200,5,159,246,9:55,7:49,751,768,1.02,0,0,0,0,0,0:00,0:00,39.2,0:00,No,00:00.00,13,0
Running,2017-12-18 10:26:17,FALSE,Rockville Running,13.01,"1,355",1:52:12,147,173,3.3,162,174,8:38,6:41,725,659,1.15,0,0,0,0,0,0:00,0:00,55.4,0:00,No,00:00.00,14,0
Running,2017-12-14 11:35:18,FALSE,Rockville Running,4.01,420,0:32:23,141,170,3,162,182,8:04,6:19,282,295,1.23,0,0,0,0,0,0:00,0:00,44.6,0:00,No,00:00.00,9,0
Running,2017-12-12 11:18:39,FALSE,Rockville Running,3.73,406,0:30:32,145,157,3,160,227,8:11,5:16,272,230,1.21,0,0,0,0,0,0:00,0:00,50,0:00,No,00:00.00,11,0
Running,2017-12-10 12:08:44,FALSE,Silver Spring Running,18.01,"1,941",2:41:33,151,180,3.9,157,173,8:58,7:03,732,699,1.15,0,0,0,0,0,0:00,0:00,44.6,0:00,No,00:00.00,19,0
Running,2017-12-07 11:02:44,FALSE,Rockville Running,4.01,477,0:32:01,154,175,3.5,165,223,7:59,6:17,282,269,1.22,0,0,0,0,0,0:00,0:00,51.8,0:00,No,00:00.00,9,0
Running,2017-12-03 9:45:41,FALSE,Silver Spring Running,13.02,"1,458",1:46:58,149,163,3.4,161,178,8:13,6:21,476,472,1.21,0,0,0,0,0,0:00,0:00,59,0:00,No,00:00.00,14,0
Running,2017-11-30 10:52:07,FALSE,Rockville Running,4.01,481,0:31:52,153,174,3.3,165,175,7:57,5:59,279,269,1.23,0,0,0,0,0,0:00,0:00,64.4,0:00,No,00:00.00,9,0
Running,2017-11-28 11:25:15,FALSE,Rockville Running,3.73,445,0:30:19,152,171,3.1,160,177,8:07,5:12,259,240,1.23,0,0,0,0,0,0:00,0:00,68,0:00,No,00:00.00,11,0
Running,2017-11-22 12:13:07,FALSE,Rockville Running,5,585,0:41:48,148,178,3.3,159,173,8:21,6:47,315,322,1.21,0,0,0,0,0,0:00,0:00,59,0:00,No,00:00.00,6,0
Running,2017-11-19 7:21:48,FALSE,Silver Spring Running,10.96,"1,238",1:35:54,150,175,3.4,160,171,8:45,6:59,463,551,1.15,0,0,0,0,0,0:00,0:00,59,0:00,No,00:00.00,11,0
Running,2017-11-16 10:32:43,FALSE,Rockville Running,4.01,476,0:31:29,156,188,3.5,164,174,7:51,6:02,256,233,1.25,0,0,0,0,0,0:00,0:00,68,0:00,No,00:00.00,9,0
Running,2017-11-14 10:40:48,FALSE,Rockville Running,3.74,433,0:30:28,150,161,3,160,184,8:09,4:54,269,243,1.22,0,0,0,0,0,0:00,0:00,59,0:00,No,00:00.00,11,0
Running,2017-11-13 11:33:59,FALSE,Rockville Running,4.25,523,0:35:44,151,168,3.7,164,182,8:24,6:55,266,249,1.17,0,0,0,0,0,0:00,0:00,60.8,0:00,No,00:00.00,5,0
Running,2017-11-11 6:40:58,FALSE,Silver Spring Running,7,777,1:00:07,145,155,3.2,163,173,8:35,6:14,433,456,1.15,0,0,0,0,0,0:00,0:00,42.8,0:00,No,00:00.00,8,0
Running,2017-11-01 11:18:04,FALSE,Rockville Running,3.96,453,0:31:14,154,174,3.3,163,182,7:53,6:13,262,259,1.25,0,0,0,0,0,0:00,0:00,62.6,0:00,No,00:00.00,NA,0
Running,2017-10-22 8:07:41,FALSE,42nd Marine Corps Marathon,26.65,"3,321",4:14:48,162,188,5,155,232,9:34,6:10,673,614,1.08,0,0,0,0,0,0:00,0:00,66.2,0:00,No,00:00.00,NA,0
Treadmill Running,2017-10-18 11:01:40,FALSE,Treadmill Running,3.11,365,0:24:57,149,179,3.3,169,175,8:01,6:20,NA,3,1.29,0,0,0,0,0,0:00,0:00,80.6,0:00,No,00:00.00,NA,0
Running,2017-10-10 10:46:04,FALSE,Rockville Running,4.25,497,0:36:05,145,171,3.1,159,227,8:30,7:12,246,243,1.19,0,0,0,0,0,0:00,0:00,84.2,0:00,No,00:00.00,NA,0
Running,2017-09-27 12:36:40,FALSE,Rockville Running,4.1,541,0:37:02,153,177,3.4,152,175,9:02,7:27,246,230,1.17,0,0,0,0,0,0:00,0:00,84.2,0:00,No,00:00.00,NA,0
Running,2017-09-26 11:03:19,FALSE,Rockville Running,4.2,521,0:38:57,142,162,3,162,208,9:16,7:49,256,246,1.07,0,0,0,0,0,0:00,0:00,82.4,0:00,No,00:00.00,NA,0
Running,2017-09-24 10:52:39,FALSE,Silver Spring Running,6.66,815,0:57:25,148,170,3.7,156,174,8:37,7:07,197,305,1.2,0,0,0,0,0,0:00,0:00,84.2,0:00,No,00:00.00,NA,0
Running,2017-09-18 11:31:34,FALSE,Rockville Running,3.07,417,0:29:28,145,161,2.9,162,170,9:37,7:25,194,187,1.04,0,0,0,0,0,0:00,0:00,75.2,0:00,No,00:00.00,NA,0
Running,2017-09-17 9:04:16,FALSE,Silver Spring Running,20.01,"2,374",2:53:13,155,173,4,159,232,8:39,7:10,548,581,1.17,0,0,0,0,0,0:00,0:00,71.6,0:00,No,00:00.00,NA,0
Running,2017-09-14 12:15:06,FALSE,Rockville Running,4.03,459,0:34:01,140,155,2.7,162,230,8:26,6:36,253,243,1.17,0,0,0,0,0,0:00,0:00,77,0:00,No,00:00.00,NA,0
Running,2017-09-13 12:30:44,FALSE,Rockville Running,4.23,519,0:36:33,145,174,3.1,163,174,8:39,7:17,259,246,1.14,0,0,0,0,0,0:00,0:00,71.6,0:00,No,00:00.00,NA,0
Running,2017-09-11 11:49:16,FALSE,Rockville Running,3.85,455,0:35:18,137,156,2.6,160,170,9:10,7:42,253,236,1.1,0,0,0,0,0,0:00,0:00,71.6,0:00,No,00:00.00,NA,0
Running,2017-09-10 6:48:38,FALSE,Parks Half Marathon,13.14,"1,525",1:35:12,162,195,5,168,218,7:15,5:59,469,768,1.32,0,0,0,0,0,0:00,0:00,53.6,0:00,No,00:00.00,NA,0
Running,2017-09-06 10:48:00,FALSE,Running,4.18,519,0:35:28,151,179,3.2,157,174,8:29,6:40,253,262,1.21,0,0,0,0,0,0:00,0:00,64.4,0:00,No,00:00.00,NA,0
Running,2017-09-05 11:00:49,FALSE,Rockville Running,4.04,497,0:33:07,153,183,3.4,160,168,8:12,6:58,256,246,1.23,0,0,0,0,0,0:00,0:00,78.8,0:00,No,00:00.00,NA,0
Running,2017-09-02 14:41:00,FALSE,Silver Spring Running,8.01,966,0:59:44,164,191,4.9,165,188,7:28,6:06,413,423,1.31,0,0,0,0,0,0:00,0:00,62.6,0:00,No,00:00.00,NA,0
Running,2017-08-31 10:46:26,FALSE,Silver Spring Running,4.72,577,0:38:29,153,174,3.5,163,170,8:09,6:42,348,387,1.21,0,0,0,0,0,0:00,0:00,77,0:00,No,00:00.00,NA,0
Running,2017-08-30 10:26:50,FALSE,Rockville Running,4.21,562,0:35:40,158,187,3.8,162,172,8:28,7:10,240,236,1.17,0,0,0,0,0,0:00,0:00,71.6,0:00,No,00:00.00,NA,0
Running,2017-08-28 10:33:57,FALSE,Rockville Running,3.58,444,0:30:18,150,175,3.1,159,174,8:28,6:52,226,207,1.2,0,0,0,0,0,0:00,0:00,71.6,0:00,No,00:00.00,NA,0
Running,2017-08-27 8:39:54,FALSE,Silver Spring Running,11.42,"1,389",1:35:37,155,180,4.3,162,222,8:22,6:15,390,456,1.19,0,0,0,0,0,0:00,0:00,66.2,0:00,No,00:00.00,NA,0
Running,2017-08-26 10:03:01,FALSE,Brookside Gardens Loop,3,327,0:21:16,159,182,3.1,166,175,7:05,5:55,115,115,1.37,0,0,0,0,0,0:00,0:00,71.6,0:00,No,00:00.00,NA,0
Running,2017-08-24 11:59:02,FALSE,Rockville Running,3.74,458,0:30:03,160,179,3.4,160,175,8:02,5:25,256,230,1.24,0,0,0,0,0,0:00,0:00,78.8,0:00,No,00:00.00,NA,0
Running,2017-08-21 10:26:54,FALSE,Rockville Running,4.22,515,0:37:29,147,172,3.2,163,170,8:53,7:36,236,230,1.11,0,0,0,0,0,0:00,0:00,80.6,0:00,No,00:00.00,NA,0
Running,2017-08-20 6:34:01,FALSE,Silver Spring Running,15.85,"1,589",2:26:39,141,177,3.1,160,172,9:15,7:26,482,538,1.09,0,0,0,0,0,0:00,0:00,66.2,0:00,No,00:00.00,NA,0
Running,2017-08-19 7:31:07,FALSE,Silver Spring Running,4.85,590,0:36:27,171,182,4.3,167,177,7:31,5:19,262,282,1.28,0,0,0,0,0,0:00,0:00,71.6,0:00,No,00:00.00,NA,0
Running,2017-08-18 11:13:33,FALSE,Rockville Running,4.2,550,0:35:21,162,181,3.9,163,170,8:25,7:19,243,236,1.17,0,0,0,0,0,0:00,0:00,80.6,0:00,No,00:00.00,NA,0
Running,2017-08-14 10:44:28,FALSE,Rockville Running,4.14,525,0:36:57,149,166,3.3,162,170,8:55,7:51,233,226,1.11,0,0,0,0,0,0:00,0:00,75.2,0:00,No,00:00.00,NA,0
Running,2017-08-13 13:26:29,FALSE,Silver Spring Running,9.87,"1,317",1:30:01,157,193,4.4,155,170,9:07,6:38,413,417,1.14,0,0,0,0,0,0:00,0:00,80.6,0:00,No,00:00.00,NA,0
Running,2017-08-12 15:35:36,FALSE,Silver Spring Running,7.01,952,1:00:01,162,185,4.6,156,189,8:34,7:01,436,440,1.2,0,0,0,0,0,0:00,0:00,80.6,0:00,No,00:00.00,NA,0
Running,2017-08-08 12:16:33,FALSE,Rockville Running,3.43,343,0:28:23,134,171,2.6,149,230,8:16,5:30,226,223,1.26,0,0,0,0,0,0:00,0:00,75.2,0:00,No,00:00.00,NA,0
Running,2017-08-06 7:58:28,FALSE,Silver Spring Running,14,"1,544",2:05:52,148,170,3.4,160,174,8:59,7:44,479,482,1.12,0,0,0,0,0,0:00,0:00,68,0:00,No,00:00.00,NA,0
Running,2017-08-05 7:30:56,FALSE,Silver Spring Running,7,898,0:59:37,159,184,4.4,157,172,8:31,6:26,456,495,1.21,0,0,0,0,0,0:00,0:00,71.6,0:00,No,00:00.00,NA,0
Running,2017-08-03 11:17:38,FALSE,Rockville Running,4.01,453,0:31:49,154,178,3.4,165,175,7:56,6:22,210,203,1.23,0,0,0,0,0,0:00,0:00,80.6,0:00,No,00:00.00,NA,0
Running,2017-08-02 11:20:27,FALSE,Rockville Running,3.26,425,0:30:55,147,167,3.2,160,244,9:29,5:53,174,171,1.06,0,0,0,0,0,0:00,0:00,80.6,0:00,No,00:00.00,NA,0
Running,2017-07-31 12:02:09,FALSE,Rockville Running,4.2,547,0:38:08,152,177,3.8,161,189,9:05,7:47,240,226,1.1,0,0,0,0,0,0:00,0:00,78.8,0:00,No,00:00.00,NA,0
Running,2017-07-30 7:04:00,FALSE,Riley's Rumble Half Marathon,13.28,"1,474",1:43:16,160,185,5,165,175,7:47,6:40,876,896,1.25,0,0,0,0,0,0:00,0:00,60.8,0:00,No,00:00.00,NA,0
Running,2017-07-26 10:31:23,FALSE,Rockville Running,3.67,448,0:33:40,148,158,3.4,163,168,9:10,8:04,240,226,1.08,0,0,0,0,0,0:00,0:00,77,0:00,No,00:00.00,NA,0
Running,2017-07-25 10:44:47,FALSE,Rockville Running,3.45,385,0:28:25,155,180,3.7,151,238,8:14,5:17,220,220,1.25,0,0,0,0,0,0:00,0:00,77,0:00,No,00:00.00,NA,0
Running,2017-07-24 10:53:02,FALSE,Rockville Running,3.63,456,0:34:46,146,161,3.4,161,168,9:35,8:10,223,213,1.05,0,0,0,0,0,0:00,0:00,80.6,0:00,No,00:00.00,NA,0
Running,2017-07-22 6:37:38,FALSE,Silver Spring Running,14.01,"1,707",2:06:45,159,178,5,154,170,9:03,7:10,561,640,1.15,0,0,0,0,0,0:00,0:00,77,0:00,No,00:00.00,NA,0
Running,2017-07-04 15:24:07,FALSE,Silver Spring Running,9.14,"1,149",1:14:53,NA,NA,NA,NA,NA,8:12,1:37,325,329,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2016-10-30 8:03:47,FALSE,41st Marine Corps Marathon,26.59,"3,325",4:12:05,NA,NA,NA,NA,NA,9:29,1:37,589,548,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2016-10-23 12:08:39,FALSE,Silver Spring Running,8,"1,014",1:04:01,NA,NA,NA,NA,NA,8:00,6:07,312,331,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2016-10-15 9:36:32,FALSE,Silver Spring Running,11.73,"1,491",1:42:23,NA,NA,NA,NA,NA,8:44,4:28,422,459,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2016-10-02 12:51:41,FALSE,Silver Spring Running,12,"1,514",1:46:54,NA,NA,NA,NA,NA,8:55,3:01,383,388,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2016-09-18 6:12:41,FALSE,Silver Spring Running,17.48,"2,208",2:40:16,NA,NA,NA,NA,NA,9:10,4:59,454,500,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2016-09-11 5:41:29,FALSE,Silver Spring Running,14.71,"1,853",2:17:53,NA,NA,NA,NA,NA,9:22,3:28,405,402,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2016-09-03 6:54:42,FALSE,Davidson Running,7.38,944,1:10:24,NA,NA,NA,NA,NA,9:32,0:59,311,310,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2016-08-26 14:13:42,FALSE,Tres Pistolas Trail (Albuquerque),3.55,412,0:39:59,NA,NA,NA,NA,NA,11:16,5:00,884,890,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2016-08-25 17:46:55,FALSE,Michael Emery Trail (Albuquerque),4.85,607,0:43:51,NA,NA,NA,NA,NA,9:03,5:23,464,449,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2016-08-23 17:28:07,FALSE,Pino Trail (Albuquerque),4.42,548,0:42:11,NA,NA,NA,NA,NA,9:32,7:12,621,590,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2016-08-16 6:05:00,FALSE,Las Vegas Running,5.77,710,0:50:47,NA,NA,NA,NA,NA,8:49,2:34,82,79,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2016-07-31 16:52:31,FALSE,Hamburg Eppendorf Running,7.92,990,1:08:58,NA,NA,NA,NA,NA,8:43,4:56,174,139,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2016-06-26 5:54:52,FALSE,Silver Spring Running,12.58,"1,599",1:50:44,NA,NA,NA,NA,NA,8:48,6:28,430,428,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2016-05-22 6:50:37,FALSE,Silver Spring Running,14,"1,789",2:00:17,NA,NA,NA,NA,NA,8:36,1:21,516,541,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2016-04-24 7:54:16,FALSE,Pike's Peek 10k,6.24,781,0:42:12,NA,NA,NA,NA,NA,6:46,4:26,119,168,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2016-04-02 7:00:04,FALSE,Marine Corps 17.75k,11.09,"1,420",1:25:07,NA,NA,NA,NA,NA,7:41,4:31,792,778,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2016-03-27 6:41:33,FALSE,Chevy Chase Running,7.96,"1,008",1:10:12,NA,NA,NA,NA,NA,8:49,0:49,41,326,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2016-03-20 7:33:28,FALSE,Piece of Cake 10k,6.15,776,0:44:05,NA,NA,NA,NA,NA,7:10,4:38,381,400,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2015-12-27 6:46:10,FALSE,Silver Spring Running,9.94,"1,262",1:29:01,NA,NA,NA,NA,NA,8:57,4:33,424,399,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2015-10-25 7:56:13,FALSE,40th Marine Corps Marathon,26.53,"3,358",3:57:52,154,169,NA,NA,NA,8:58,2:16,569,531,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2015-10-18 13:01:13,FALSE,Silver Spring Running,10,"1,262",1:19:01,157,209,NA,NA,NA,7:54,4:15,215,213,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2015-10-12 13:31:19,FALSE,Silver Spring Running,14.4,"1,822",2:02:52,153,196,NA,NA,NA,8:32,4:03,554,555,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2015-09-20 13:17:23,FALSE,Silver Spring Running,14.62,"1,831",2:10:17,154,169,NA,NA,NA,8:55,1:38,577,592,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2015-08-23 13:17:49,FALSE,Silver Spring Running,18.51,"2,300",2:42:26,153,164,NA,NA,NA,8:47,1:01,411,692,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2015-08-02 7:08:06,FALSE,Riley's Rumble  Half Marathon,13.26,"1,684",1:44:49,162,171,NA,NA,NA,7:54,5:16,755,748,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2015-05-16 11:25:10,FALSE,Running,13.56,"1,749",1:59:22,166,179,NA,NA,NA,8:48,5:17,NA,NA,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2015-05-02 8:03:07,FALSE,Capital For a Day 5k,3.09,388,0:21:36,175,187,NA,NA,NA,7:00,4:50,160,157,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2015-04-26 7:52:46,FALSE,Pike's Peek 10k,6.23,782,0:44:10,179,189,NA,NA,NA,7:05,4:57,116,162,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2015-03-28 7:09:36,FALSE,Marine Corps 17.75k,11.16,"1,432",1:27:48,170,193,NA,NA,NA,7:52,4:55,759,741,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2015-01-15 11:56:12,FALSE,Kensington Running,3.83,488,0:33:35,163,179,NA,NA,NA,8:45,4:54,259,196,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2015-01-14 11:53:58,FALSE,Rockville Running,3.26,409,0:35:21,158,197,NA,NA,NA,10:51,6:00,182,172,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2015-01-12 11:50:17,FALSE,Rockville Running,3.22,404,0:33:04,148,176,NA,NA,NA,10:17,5:52,202,177,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2015-01-09 11:53:13,FALSE,Rockville Running,3.5,440,0:29:54,164,179,NA,NA,NA,8:32,5:48,228,214,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2015-01-06 12:07:26,FALSE,Rockville Running,3.46,430,0:36:48,122,178,NA,NA,NA,10:39,6:44,243,218,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2015-01-05 11:45:38,FALSE,Rockville Running,3.76,481,0:29:52,169,181,NA,NA,NA,7:57,3:33,191,189,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-12-30 11:46:55,FALSE,Rockville Running,3.28,412,0:28:17,163,186,NA,NA,NA,8:37,5:47,218,178,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-12-29 11:44:03,FALSE,Rockville Running,4.45,560,0:39:32,157,179,NA,NA,NA,8:54,3:10,278,248,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-12-17 12:19:49,FALSE,Rockville Running,3.14,401,0:25:09,173,184,NA,NA,NA,8:00,4:14,175,143,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-11-12 11:40:33,FALSE,Rockville Running,4.41,557,0:41:46,157,223,NA,NA,NA,9:29,4:57,282,257,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-11-09 8:32:22,FALSE,Silver Spring Running,10.59,"1,338",1:35:09,165,179,NA,NA,NA,8:59,4:08,354,341,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-11-07 11:39:03,FALSE,Rockville Running,4.42,561,0:37:26,172,193,NA,NA,NA,8:28,2:52,299,267,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-10-20 11:43:51,FALSE,Rockville Running,3.41,444,0:33:56,149,211,NA,NA,NA,9:57,2:20,187,157,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-09-30 12:17:48,FALSE,Rockville Running,3.14,413,0:32:19,158,173,NA,NA,NA,10:17,2:33,233,124,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-09-24 11:49:20,FALSE,Rockville Running,3.28,423,0:30:41,155,177,NA,NA,NA,9:21,5:03,174,168,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-09-22 11:32:58,FALSE,Rockville Running,3.31,421,0:35:43,146,168,NA,NA,NA,10:46,5:32,171,160,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-08-13 18:36:29,FALSE,Knoxville (UT),7.87,986,1:11:12,NA,NA,NA,NA,NA,9:03,3:16,361,317,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-07-20 7:50:40,FALSE,Rock Creek Park,5.81,730,0:51:57,NA,NA,NA,NA,NA,8:57,5:57,253,268,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
