Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp
Running,2014-07-11 16:17:32,FALSE,Anna Maria Island,5.71,691,0:52:51,NA,NA,NA,NA,NA,9:15,6:11,NA,3,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-06-22 7:40:55,FALSE,North Rock Creek 15-Miler (battery died),9.14,"1,158",1:22:04,NA,NA,NA,NA,NA,8:59,4:18,312,334,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-06-01 8:19:13,FALSE,North Rock Creek Run,9.83,"1,239",1:22:57,NA,NA,NA,NA,NA,8:26,4:39,419,431,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-04-27 7:56:47,FALSE,Pike's Peek 10k,6.23,781,0:44:24,NA,NA,NA,NA,NA,7:08,4:41,58,210,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-04-13 7:48:53,FALSE,Capital Crescent Trail to Tidal Basin,11.04,"1,364",1:39:05,NA,NA,NA,NA,NA,8:59,3:35,159,472,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-04-06 7:34:58,FALSE,Cherry Blossom 10-Miler,10.12,"1,275",1:19:02,NA,NA,NA,NA,NA,7:48,2:19,108,109,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-03-23 7:50:16,FALSE,Capital Crescent Trail to D.C.,10.95,"1,370",1:35:45,NA,NA,NA,NA,NA,8:45,2:19,139,393,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2014-03-08 14:23:08,FALSE,South Rock Creek Trail Run,7,903,1:09:09,NA,NA,NA,NA,NA,9:53,2:17,312,315,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2013-09-16 12:12:07,FALSE,Tilden Run,3.77,484,0:31:40,NA,NA,NA,NA,NA,8:24,5:18,222,231,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2013-09-11 11:29:08,FALSE,Trolley Trail Run,3.8,471,0:33:55,NA,NA,NA,NA,NA,8:56,5:36,214,204,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2013-09-09 11:55:37,FALSE,Trolley Trail Run,3.76,476,0:29:40,NA,NA,NA,NA,NA,7:53,4:56,188,184,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2013-04-07 7:38:51,FALSE,Cherry Blossom 10-Miler,10.1,"1,260",1:25:14,NA,NA,NA,NA,NA,8:26,4:50,95,89,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2013-02-06 12:31:39,FALSE,Trolley Trail Run,4.26,542,0:35:27,NA,NA,NA,NA,NA,8:19,3:12,718,703,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2013-02-04 12:04:04,FALSE,Tilden Run,3.97,501,0:33:15,NA,NA,NA,NA,NA,8:23,4:59,232,230,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2013-01-31 11:46:44,FALSE,Trolley Trail Run,4.14,512,0:36:44,NA,NA,NA,NA,NA,8:52,4:36,192,203,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2013-01-29 11:42:57,FALSE,Trolley Trail Run,4.07,520,0:34:18,NA,NA,NA,NA,NA,8:26,3:44,185,181,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2013-01-19 16:22:11,FALSE,South Rock Creek Trail Run,6.15,764,0:50:33,NA,NA,NA,NA,NA,8:14,3:50,626,610,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2013-01-12 7:32:11,FALSE,South Rock Creek Trail Run,5.97,754,0:51:57,NA,NA,NA,NA,NA,8:42,2:19,349,358,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2013-01-10 11:53:47,FALSE,Trolley Trail Run,3.37,405,0:31:04,NA,NA,NA,NA,NA,9:13,5:02,905,891,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2013-01-08 12:00:13,FALSE,Trolley Trail Run,3.5,444,0:32:11,NA,NA,NA,NA,NA,9:11,5:42,192,152,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-12-05 12:17:30,FALSE,Trolley Trail Run,3.23,410,0:26:55,NA,NA,NA,NA,NA,8:20,5:08,186,112,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-12-04 12:21:00,FALSE,Trolley Trail Run,3.6,465,0:34:41,NA,NA,NA,NA,NA,9:38,3:38,225,220,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-11-29 12:58:46,FALSE,Trolley Trail Run,3.94,499,0:34:35,NA,NA,NA,NA,NA,8:46,4:12,195,185,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-11-13 11:16:52,FALSE,Trolley Trail Run,3.28,413,0:28:23,NA,NA,NA,NA,NA,8:40,3:37,176,160,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-11-06 11:44:47,FALSE,Trolley Trail Run,3.83,481,0:31:21,NA,NA,NA,NA,NA,8:11,4:37,184,186,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-10-23 12:11:55,FALSE,Trolley Trail Run,3.33,420,0:31:08,NA,NA,NA,NA,NA,9:20,6:29,171,133,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-10-22 11:51:35,FALSE,Tilden Run,3.89,488,0:33:56,NA,NA,NA,NA,NA,8:44,5:59,186,193,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-10-18 11:26:48,FALSE,Trolley Trail Run,3.26,417,0:31:04,NA,NA,NA,NA,NA,9:32,4:56,170,158,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-10-10 12:42:33,FALSE,Trolley Trail Run,3.81,486,0:31:21,NA,NA,NA,NA,NA,8:14,4:32,177,183,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-10-05 12:13:40,FALSE,Trolley Trail Run,3.74,466,0:37:58,NA,NA,NA,NA,NA,10:09,5:31,213,207,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-10-01 12:01:45,FALSE,Trolley Trail Run,3.81,480,0:32:59,NA,NA,NA,NA,NA,8:39,2:18,203,203,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-09-27 11:55:06,FALSE,Tilden Run,3.85,490,0:34:50,NA,NA,NA,NA,NA,9:03,3:21,234,239,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-09-25 12:09:25,FALSE,Tilden Run,3.91,496,0:33:50,NA,NA,NA,NA,NA,8:40,3:58,274,283,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-09-24 11:50:37,FALSE,Trolley Trail Run,3.78,477,0:32:38,NA,NA,NA,NA,NA,8:38,5:21,231,240,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-09-19 12:21:28,FALSE,Trolley Trail Run,3.83,481,0:33:18,NA,NA,NA,NA,NA,8:42,6:09,206,204,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-09-17 12:27:16,FALSE,Trolley Trail Run,3.82,486,0:32:22,166,185,NA,NA,NA,8:28,5:17,202,202,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-09-14 16:48:52,FALSE,Trolley Trail Run,3.85,486,0:32:15,161,177,NA,NA,NA,8:22,6:41,NA,NA,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-09-12 15:41:12,FALSE,Trolley Trail Run,3.8,482,0:32:39,159,175,NA,NA,NA,8:36,5:30,NA,NA,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-06-27 11:16:22,FALSE,Bethesda Trolley Trail Run ,3.59,447,0:41:20,NA,NA,NA,NA,NA,11:32,5:24,620,647,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-06-26 11:29:05,FALSE,Bethesda Trolley Trail Run ,3.84,494,0:35:39,154,154,NA,NA,NA,9:17,2:07,221,216,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-06-22 11:28:43,FALSE,Bethesda Trolley Trail Run ,3.62,460,0:33:55,NA,NA,NA,NA,NA,9:23,2:20,661,743,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-06-18 11:34:05,FALSE,Bethesda Trolley Trail Run ,3.84,485,0:32:59,NA,NA,NA,NA,NA,8:35,5:58,479,464,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-06-08 11:30:40,FALSE,Bethesda Trolley Trail Run ,3.85,475,0:31:55,146,146,NA,NA,NA,8:17,1:06,175,175,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-06-06 11:22:35,FALSE,Bethesda Trolley Trail Run ,3.83,494,0:33:33,NA,NA,NA,NA,NA,8:46,4:02,405,396,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-04-24 12:19:37,FALSE,Bethesda Trolley Trail Run ,3.19,416,0:28:17,NA,NA,NA,NA,NA,8:52,4:32,820,848,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-04-01 7:33:30,FALSE,Cherry Blossom 10-Miler 2012,10.09,"1,273",1:25:30,NA,NA,NA,NA,NA,8:28,4:46,514,519,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-03-29 12:34:20,FALSE,Bethesda Trolley Trail Run ,3.59,457,0:30:19,NA,NA,NA,NA,NA,8:27,2:51,443,345,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-03-26 12:08:11,FALSE,Bethesda Trolley Trail Run ,3.26,413,0:28:38,NA,NA,NA,NA,NA,8:48,5:13,184,171,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-03-14 12:21:30,FALSE,Bethesda Trolley Trail Run ,3.81,480,0:33:46,NA,NA,NA,NA,NA,8:51,5:15,208,202,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-03-13 12:17:25,FALSE,Bethesda Trolley Trail Run ,3.78,485,0:32:57,NA,NA,NA,NA,NA,8:43,3:14,910,866,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2012-03-12 12:22:13,FALSE,Bethesda Trolley Trail Run ,3.77,491,0:33:09,NA,NA,NA,NA,NA,8:47,4:05,820,"1,167",0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-12-28 12:24:05,FALSE,Bethesda Trolley Trail Run ,3.19,406,0:31:05,NA,NA,NA,NA,NA,9:45,4:55,386,372,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-12-22 11:54:22,FALSE,Bethesda Trolley Trail Run ,3.82,490,0:35:05,NA,NA,NA,NA,NA,9:12,3:10,593,585,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-12-16 12:17:40,FALSE,Tilden Run,3.88,501,0:35:14,NA,NA,NA,NA,NA,9:04,5:10,290,367,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-10-17 12:14:59,FALSE,Bethesda Trolley Trail Run ,3.68,471,0:30:18,NA,NA,NA,NA,NA,8:14,4:51,569,618,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-10-09 8:10:38,FALSE,Army 10-Miler 2011,10.08,"1,273",1:18:58,NA,NA,NA,NA,NA,7:50,4:16,722,714,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-09-27 11:59:00,FALSE,Bethesda Trolley Trail Run ,3.32,414,0:37:44,NA,NA,NA,NA,NA,11:22,6:07,"1,074",975,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-09-21 17:09:31,FALSE,Edinburgh Botanic Garden Run,5.34,671,0:54:49,NA,NA,NA,NA,NA,10:15,4:57,"1,034","1,058",0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-09-20 18:51:36,FALSE,Holyrood Park Run,5.39,660,0:59:40,NA,NA,NA,NA,NA,11:04,4:47,746,763,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-09-16 13:02:21,FALSE,Tilden Run,3.43,437,0:29:02,NA,NA,NA,NA,NA,8:28,2:05,290,229,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-09-12 11:22:02,FALSE,Bethesda Trolley Trail Run ,3.7,464,0:40:19,135,154,NA,NA,NA,10:53,7:11,367,300,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-09-10 8:51:31,FALSE,CCT to D.C.,14.27,"1,820",2:32:18,158,179,NA,NA,NA,10:40,4:11,"1,498","1,784",0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-09-09 12:42:02,FALSE,Tilden Run,3.13,398,0:27:57,173,186,NA,NA,NA,8:55,5:42,328,315,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-08-31 12:21:07,FALSE,Bethesda Trolley Trail Run ,3.34,425,0:26:37,171,192,NA,NA,NA,7:59,5:21,366,344,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-08-26 12:25:57,FALSE,Bethesda Trolley Trail Run ,3.11,399,0:27:04,174,191,NA,NA,NA,8:42,4:21,308,237,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-08-22 12:14:09,FALSE,Bethesda Trolley Trail Run,3.99,508,0:40:36,155,171,NA,NA,NA,10:10,4:13,516,536,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-08-20 7:06:30,FALSE,Rock Creek Park,9.98,"1,289",1:39:52,152,171,NA,NA,NA,10:00,4:06,"1,216","1,419",0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-08-18 11:49:11,FALSE,Bethesda Trolley Trail Run,3.83,484,0:35:38,152,173,NA,NA,NA,9:18,4:16,517,443,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-07-27 12:22:01,FALSE,Untitled,5.92,525,3:00:33,125,176,NA,NA,NA,30:30:00,6:55,NA,NA,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-06-15 18:09:32,FALSE,Bethesda Trolley Trail,3.62,455,0:40:37,139,159,NA,NA,NA,11:13,7:02,179,183,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-06-08 18:14:31,FALSE,Tilden Run,3.24,393,0:38:31,140,164,NA,NA,NA,11:53,7:08,211,224,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-06-08 12:14:26,FALSE,Bethesda Trolley Trail,3.76,479,0:34:03,148,172,NA,NA,NA,9:04,2:50,177,184,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-06-03 12:41:49,FALSE,Bethesda Trolley Trail,3.84,488,0:31:04,162,177,NA,NA,NA,8:06,2:59,199,198,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-05-27 12:16:45,FALSE,Bethesda Trolley Trail,3.31,417,0:27:51,162,180,NA,NA,NA,8:25,6:01,171,158,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-05-20 12:14:25,FALSE,Bethesda Trolley Trail,3.8,483,0:31:09,167,184,NA,NA,NA,8:12,6:20,189,196,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-05-05 12:28:29,FALSE,Bethesda Trolley Trail,3.37,429,0:28:28,153,170,NA,NA,NA,8:28,5:18,173,167,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-05-02 12:13:54,FALSE,Bethesda Trolley Trail,3.55,452,0:28:15,171,188,NA,NA,NA,7:58,5:13,201,195,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Trail Running,2011-04-26 18:42:01,FALSE,Armijo Trail,5.31,601,1:12:23,145,169,NA,NA,NA,13:38,6:01,960,953,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-04-15 12:24:32,FALSE,Bethesda Trolley Trail,3.08,393,0:25:17,166,178,NA,NA,NA,8:13,4:21,175,130,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-04-13 12:09:15,FALSE,Bethesda Trolley Trail,3.83,488,0:31:52,159,180,NA,NA,NA,8:20,5:25,205,207,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-04-08 12:16:45,FALSE,Bethesda Trolley Trail,3.82,481,0:34:49,156,175,NA,NA,NA,9:07,6:38,182,189,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-03-25 12:17:02,FALSE,Bethesda Trolley Trail,3.48,443,0:30:53,153,171,NA,NA,NA,8:52,6:34,178,152,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-03-21 12:20:35,FALSE,Bethesda Trolley Trail,3.65,470,0:32:00,159,178,NA,NA,NA,8:46,4:13,205,200,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-03-18 12:16:44,FALSE,Bethesda Trolley Trail,3.88,491,0:33:02,162,185,NA,NA,NA,8:31,5:38,201,207,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-03-11 12:14:45,FALSE,Bethesda Trolley Trail,3.5,446,0:31:41,153,181,NA,NA,NA,9:03,6:10,193,176,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-03-09 12:11:40,FALSE,Bethesda Trolley Trail,3.8,488,0:32:40,173,188,NA,NA,NA,8:36,5:11,173,177,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-02-16 12:14:19,FALSE,Bethesda Trolley Trail,3.82,480,0:32:24,167,194,NA,NA,NA,8:30,5:30,205,201,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-02-14 12:13:42,FALSE,Bethesda Trolley Trail,3.66,463,0:32:40,164,187,NA,NA,NA,8:55,5:59,186,177,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-01-24 10:54:11,FALSE,Bethesda Trolley Trail,3.82,486,0:36:33,147,170,NA,NA,NA,9:34,4:53,197,203,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-01-19 11:47:07,FALSE,Bethesda Trolley Trail,3.74,482,0:33:50,155,179,NA,NA,NA,9:03,3:14,190,185,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-01-17 9:41:57,FALSE,Rock Creek Trail,4.59,585,0:47:16,144,159,NA,NA,NA,10:18,6:55,54,123,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-01-07 10:51:38,FALSE,Bethesda Trolley Trail,3.82,485,0:32:10,156,176,NA,NA,NA,8:25,4:11,187,184,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-01-03 12:04:18,FALSE,Bethesda Trolley Trail,3.94,496,0:37:40,149,170,NA,NA,NA,9:34,5:27,231,229,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2011-01-01 10:49:59,FALSE,Rock Creek Trail,4.56,578,0:39:33,166,184,NA,NA,NA,8:40,5:28,51,105,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-12-04 15:06:10,FALSE,CCT,5,634,0:43:13,150,170,NA,NA,NA,8:38,6:50,181,183,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-11-28 15:56:06,FALSE,CCT,6.3,773,0:53:04,155,176,NA,NA,NA,8:25,0:08,200,223,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-11-21 16:26:41,FALSE,CCT,6.31,781,0:51:11,160,181,NA,NA,NA,8:07,0:23,201,213,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-11-11 15:07:55,FALSE,Rock Creek Trail,4.75,591,0:41:05,156,174,NA,NA,NA,8:39,4:26,98,70,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-10-31 8:03:23,FALSE,35th Marine Corps Marathon,26.56,"3,344",3:58:17,158,182,NA,NA,NA,8:58,4:02,"1,320","1,267",0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-10-30 8:02:04,FALSE,CCT,3.01,386,0:29:52,134,154,NA,NA,NA,9:55,7:08,90,95,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-10-26 17:22:38,FALSE,CCT,5.01,633,0:43:04,153,170,NA,NA,NA,8:36,6:45,172,183,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-10-24 9:08:08,FALSE,CCT to Rock Creek Park,11.86,"1,468",1:35:08,168,177,NA,NA,NA,8:01,4:09,297,455,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-10-23 9:34:21,FALSE,CCT,5,642,0:44:54,153,173,NA,NA,NA,8:59,5:35,154,178,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-10-20 17:35:23,FALSE,Rock Creek Loop,6,697,0:48:49,151,175,NA,NA,NA,8:08,3:13,265,270,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-10-19 17:22:30,FALSE,CCT 5 mi,5.01,630,0:45:06,145,161,NA,NA,NA,9:00,7:29,161,186,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-10-18 17:17:35,FALSE,CCT (N & S),12.48,"1,517",1:52:40,146,163,NA,NA,NA,9:02,0:26,497,508,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-10-13 16:13:01,FALSE,Run to Proffitt's House,5.41,657,0:47:53,157,176,NA,NA,NA,8:51,5:35,281,299,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-10-11 10:31:51,FALSE,Loooong Run,19.34,"2,433",3:02:01,160,179,NA,NA,NA,9:25,0:20,411,433,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-10-07 17:54:46,FALSE,CCT (N & S),10,"1,223",1:25:04,156,170,NA,NA,NA,8:30,4:17,402,405,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-10-06 18:29:26,FALSE,CCT (North),5.07,590,0:41:30,157,170,NA,NA,NA,8:11,2:58,223,227,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-10-05 18:14:07,FALSE,CCT (South),5,630,0:43:43,147,164,NA,NA,NA,8:44,7:02,168,187,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-10-03 13:29:33,FALSE,Long Run to Mall,15,"1,876",2:15:27,145,160,NA,NA,NA,9:02,4:12,119,410,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-09-30 18:26:36,FALSE,CCT (North),5.04,587,0:44:57,153,168,NA,NA,NA,8:55,3:43,256,259,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-09-29 17:50:01,FALSE,Long Run Around AU and on CCT,9.01,"1,136",1:20:52,151,172,NA,NA,NA,8:59,4:31,423,455,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-09-28 18:34:04,FALSE,CCT (South),7.01,858,0:59:13,154,169,NA,NA,NA,8:27,0:34,248,250,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-09-25 7:12:04,FALSE,CCT (South),4,480,0:37:35,150,168,NA,NA,NA,9:23,6:52,143,145,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-09-24 17:35:57,FALSE,Rock Creek Park Run w/ Diego,9.84,"1,251",1:31:06,169,186,NA,NA,NA,9:15,4:44,331,371,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-09-22 18:18:28,FALSE,CCT (North),4.73,580,0:46:41,148,173,NA,NA,NA,9:52,4:15,210,164,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-09-21 22:39:46,FALSE,Untitled,6.91,864,0:59:52,149,171,NA,NA,NA,8:40,5:52,NA,NA,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-09-16 22:12:18,FALSE,Untitled,9.26,"1,172",1:25:24,154,171,NA,NA,NA,9:13,5:13,NA,NA,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Running,2010-09-13 21:36:40,FALSE,Untitled,6.76,856,0:55:38,171,185,NA,NA,NA,8:14,5:02,NA,NA,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Street Running,2010-09-10 16:45:07,FALSE,Running on the Seine,8.69,"1,084",1:27:51,146,166,NA,NA,NA,10:06,2:51,475,467,0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Street Running,2010-09-09 18:52:27,FALSE,Central Paris 10.5 Miler,10.57,"1,330",1:58:59,145,180,NA,NA,NA,11:15,3:41,"3,200","3,167",0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
Street Running,2010-09-05 18:31:00,FALSE,Central Paris 7.5 Miler,7.45,914,1:18:27,148,170,NA,NA,NA,10:31,4:47,"1,383","1,307",0,0,0,0,0,0,0:00,0:00,NA,0:00,No,00:00.00,NA,0
